tempo,posizione,velocita,input
1.646964696469646938e+01,2.433195827533672639e-03,6.585429546571057793e-03,9.609393577027591782e-01
1.647164716471647239e+01,2.448304710162953722e-03,8.739511512853698899e-03,1.682516427486896893e+00
1.647364736473647540e+01,2.467758654450115212e-03,1.036940761860446689e-02,4.557159886137174265e-01
1.647564756475647485e+01,2.488941797814606203e-03,1.081931762384194876e-02,5.094059965228827647e-01
1.647764776477647786e+01,2.509966408183854098e-03,9.675486046615897409e-03,-1.123673509248478641e+00
1.647964796479648086e+01,2.527350060876554054e-03,8.031744917440540588e-03,-3.995208697270502540e-02
1.648164816481648032e+01,2.542295785763422182e-03,6.636106274824078548e-03,-9.078956855296557160e-01
1.648364836483648332e+01,2.553019693055577459e-03,3.944226440817698645e-03,-1.349424897479571506e+00
1.648564856485648633e+01,2.558327688570584228e-03,1.555829022405005261e-03,-5.987909262359443208e-01
1.648764876487648934e+01,2.559578609394989619e-03,-3.715726123852557041e-04,-9.424215429372714281e-01
1.648964896489648879e+01,2.557183619755326251e-03,-1.713687982275402706e-03,-3.646602130868492608e-02
1.649164916491649180e+01,2.552344078329453828e-03,-3.574015858381492453e-03,-1.444687992395573550e+00
1.649364936493649481e+01,2.543259033348749948e-03,-4.915616879348118883e-03,3.551475582428744726e-01
1.649564956495649426e+01,2.533827964484303401e-03,-4.531638706320701739e-03,2.624037666813719971e-01
1.649764976497649727e+01,2.525763773146133366e-03,-3.210490010589325729e-03,1.296935602932377751e+00
1.649964996499650027e+01,2.519945704047634426e-03,-3.264527990387602364e-03,-1.024690900372051905e+00
1.650165016501650328e+01,2.512081279771566367e-03,-4.381946113195171397e-03,1.263549854099212943e-01
1.650365036503650273e+01,2.503825260143075805e-03,-3.500008489857524968e-03,1.062312967379679174e+00
1.650565056505650574e+01,2.497701111327666878e-03,-3.074227880143942226e-03,-3.451564994742548631e-01
1.650765076507650875e+01,2.491624147089379748e-03,-2.506323288933073618e-03,1.229882443350150290e+00
1.650965096509650820e+01,2.488188451043734165e-03,-1.222024970275796931e-03,3.572227182245788502e-01
1.651165116511651121e+01,2.486145764474272449e-03,-8.225845602251081762e-04,3.731461780706339382e-01
1.651365136513651422e+01,2.485334018852219332e-03,2.222238101216702849e-04,1.024490375626813998e+00
1.651565156515651722e+01,2.487705670099754542e-03,2.221321483573909274e-03,1.469684659894227696e+00
1.651765176517651668e+01,2.493383808758667299e-03,3.283453055222860552e-03,5.515916364009965100e-02
